parcel_id,width,depth,height,stackable
40,0.33102067483438213,0.5118755671836274,0.3573151547756937,0
41,0.14615490303553072,0.21717739033687458,0.25897700170712007,0
42,0.3460174789016226,0.17744761585258131,0.07243629813896604,0
43,0.2145111819082994,0.3477433112493691,0.09789411354752593,1
44,0.14656601397764615,0.2602669192536847,0.18071777538173583,1
45,0.1456384100823658,0.5253305907719189,0.10438761457784299,0
46,0.20791272976357725,0.33248760741314376,0.3049789742143547,1
47,0.44956319548690504,0.21338397918853205,0.07780097767826147,0
48,0.18959161246042702,0.3152363876084262,0.2669770093782499,0
49,0.3841935791520944,0.21130661008600807,0.19529830394654019,1
50,0.40130952934066577,0.4519466663845467,0.20355774238754648,0
51,0.5831327133953316,0.5860129722753642,0.08161555293543418,1
52,0.32909992406292754,0.404221533506265,0.33760470042885177,0
53,0.48726365559310425,0.2187837104171614,0.3556084936178156,0
54,0.11744716032866301,0.5060281572649293,0.17762021254219174,0
55,0.4223033093408405,0.28242264992688326,0.20054607197393587,0
56,0.5901516646408006,0.14407662349423697,0.32696403170788835,1
57,0.1236913974659695,0.1768564145885748,0.10276256520425885,1
58,0.5538249106756846,0.285440723267405,0.2958277119606212,1
59,0.1778891824011287,0.5174283372962746,0.18684144433114147,1
60,0.4376243539528334,0.21333241405155182,0.33017855646256666,0
61,0.11263896062471432,0.4912405929614869,0.3042015706966102,0
62,0.13073279575074545,0.14118143320228957,0.17471688198674695,1
63,0.16734832809442982,0.5198157622593482,0.16198850952631066,1
64,0.5506614791329777,0.45749342920251346,0.206760114635056,1
65,0.49144446935646835,0.14413472327617224,0.16838167259033346,1
66,0.43089417185257683,0.1211891053351147,0.35358172090756346,0
67,0.4247284210431942,0.22573356591467272,0.3662387788896881,1
68,0.24688047315333797,0.18961353503253206,0.24819420876295945,1
69,0.3640526435458319,0.42368501542459813,0.14477163504411178,1
70,0.3409342674145809,0.3355196660291986,0.2469751507048012,0
71,0.5755574226748174,0.386529431021829,0.35258383745092897,1
72,0.3271020487975159,0.2425924980854702,0.2682163856434369,0
73,0.4734617368642766,0.589183821890269,0.056210318345066894,1
74,0.2793265471817955,0.1510622785026374,0.08504372790836486,1
75,0.5627124754640742,0.4314690932563695,0.20378909550972318,0
76,0.5261861604429876,0.36575860998609744,0.3870525150644521,1
77,0.5959428617668395,0.5949375163347255,0.22104875951675046,1
78,0.2135213143163168,0.577427862094181,0.2994177079264075,0
79,0.5351925646562097,0.33981248634934846,0.27574821538127753,1
80,0.3384951791418438,0.32400382134011796,0.08236093053845278,1
81,0.3546910571004023,0.27833196714089514,0.2410296341384725,1
82,0.3708990485232607,0.1859232189851374,0.22265557927522106,1
83,0.1459202082841756,0.44092156285937967,0.23318517443249065,1
84,0.5405388821197071,0.5434225512790919,0.41428928873941756,1
85,0.40219751613216614,0.33809890143856103,0.16973792064203203,1
86,0.152653258584008,0.558802769224535,0.44098192913236783,1
87,0.46952854546315625,0.2225734442376934,0.23881012452984768,1
88,0.15671754110622657,0.23354075702461582,0.24108584339371036,1
89,0.2906241275468763,0.5775695675301543,0.3349402641738734,1
90,0.43476332312757915,0.5597230239782619,0.24084027957184356,1
91,0.3326311714850254,0.35619220084061665,0.0736681741042709,1
92,0.13248478108581083,0.37539181160412394,0.274871819448916,1
93,0.41113097466536264,0.2766040774697063,0.08467237178782133,1
94,0.2833639167610421,0.11425825489856553,0.42173068006322206,1
95,0.2906694714504605,0.2874142990288089,0.17453597975343532,1
96,0.18147582792367614,0.5925454533911146,0.423492899273676,1
97,0.19195614777501382,0.3540849069668893,0.2574389016496188,1
98,0.5965445024360037,0.5035878470393239,0.36252499412141226,1
99,0.40222272013620075,0.18044702165440832,0.252562083034826,1
100,0.393712417693278,0.4670817073934366,0.1342662072984287,1
101,0.4904879291789698,0.39514678577088025,0.4488298730266094,1
102,0.2917694225036407,0.5933323514983322,0.3037509968079002,1
103,0.17708009868398153,0.255927029348206,0.23023098034958694,0
104,0.4035829762856933,0.3332613408649855,0.42609904646882285,1
105,0.3024174153201503,0.23578756931102599,0.27258043179523,0
106,0.3017279278739249,0.4686894970579013,0.21250580833345006,1
107,0.14391549213999646,0.13426634773354404,0.12946206192985782,0
108,0.3104525497248748,0.4656571955589004,0.18348346488987055,1
109,0.12596805806015507,0.5172077260799557,0.3746373160413576,1
110,0.5509784608630987,0.22406332503115015,0.11461264977849868,1
111,0.28742496417218255,0.27929036802004203,0.23515442888188404,1
112,0.45765898976228436,0.27275327397589255,0.30711232969294183,1
113,0.39416492981791396,0.538212897834753,0.22766385475717976,1
114,0.3200721913324469,0.17793195903799333,0.20957671567070046,1
115,0.2692256493891051,0.5571557830128868,0.0648106192437024,1
116,0.11597047022735338,0.1462998513657698,0.37628739903457714,0
117,0.4272966607563138,0.11854022395950334,0.07958113244062948,0
118,0.1497272894263865,0.5058957995094726,0.22309821815509817,1
119,0.21740104558111448,0.13267737544769778,0.08371968678591664,1
